Timestamp,src_ip,input_channel,geo_info,is_tor_relay,useragent,additional_info
2022-04-26 3:43:08,AWS Internal,HTTP,,FALSE,AWS Internal,{'AWS Key Log Data': {'eventName': ['AttachUserPolicy']}}
2022-04-26 3:45:19,54.39.187.211,HTTP,"{'loc': '45.5040,-73.5747', 'org': 'AS16276 OVH SAS', 'city': u'Montr\xe9al', 'country': 'CA', 'region': 'Quebec', 'hostname': 'ip-54-39-187.eu', 'ip': '54.39.187.211', 'timezone': 'America/Toronto', 'postal': 'H3A', 'asn': {'route': '54.39.0.0/16', 'type': 'hosting', 'asn': 'AS16276', 'domain': 'ovhcloud.com', 'name': 'OVH SAS'}}",FALSE,python-requests/2.27.1,{'AWS Key Log Data': {'eventName': ['GetCallerIdentity']}}
2022-04-26 3:45:23,54.39.190.134,HTTP,"{'loc': '45.5040,-73.5747', 'city': u'Montr\xe9al', 'country': 'CA', 'region': 'Quebec', 'hostname': 'ip-54-39-190.eu', 'timezone': 'America/Toronto', 'ip': '54.39.190.134', 'org': 'AS16276 OVH SAS', 'postal': 'H3A', 'asn': {'route': '54.39.0.0/16', 'type': 'hosting', 'asn': 'AS16276', 'domain': 'ovhcloud.com', 'name': 'OVH SAS'}}",FALSE,python-requests/2.27.1,{'AWS Key Log Data': {'eventName': ['GetCallerIdentity']}}
2022-04-26 3:46:54,54.39.190.134,HTTP,"{'loc': '45.5040,-73.5747', 'city': u'Montr\xe9al', 'country': 'CA', 'region': 'Quebec', 'hostname': 'ip-54-39-190.eu', 'timezone': 'America/Toronto', 'ip': '54.39.190.134', 'org': 'AS16276 OVH SAS', 'postal': 'H3A', 'asn': {'route': '54.39.0.0/16', 'type': 'hosting', 'asn': 'AS16276', 'domain': 'ovhcloud.com', 'name': 'OVH SAS'}}",FALSE,python-requests/2.27.1,{'AWS Key Log Data': {'eventName': ['GetCallerIdentity']}}
2022-04-26 3:47:19,192.145.81.68,HTTP,"{'loc': '50.8505,4.3488', 'city': 'Brussels', 'ip': '192.145.81.68', 'region': 'Brussels Capital', 'timezone': 'Europe/Brussels', 'country': 'BE', 'org': 'AS9009 M247 Ltd', 'postal': '1000', 'asn': {'route': '192.145.81.0/24', 'type': 'isp', 'asn': 'AS9009', 'domain': 'm247.com', 'name': 'M247 Ltd'}}",FALSE,AWSPowerShell.Common/4.1.55.0 .NET_Core/6.0.0-rtm.21522.10 OS/Microsoft_Windows_10.0.17763 PowerShellCore/7.-1 ClientAsync,{'AWS Key Log Data': {'eventName': ['DescribeRegions']}}
2022-04-26 3:48:23,35.162.17.89,HTTP,"{'loc': '45.8399,-119.7006', 'city': 'Boardman', 'country': 'US', 'region': 'Oregon', 'hostname': 'ec2-35-162-17-89.us-west-2.compute.amazonaws.com', 'timezone': 'America/Los_Angeles', 'ip': '35.162.17.89', 'org': 'AS16509 Amazon.com, Inc.', 'postal': '97818', 'asn': {'route': '35.160.0.0/13', 'type': 'hosting', 'asn': 'AS16509', 'domain': 'amazon.com', 'name': 'Amazon.com, Inc.'}}",FALSE,python-requests/2.27.1,{'AWS Key Log Data': {'eventName': ['GetCallerIdentity']}}
2022-04-26 3:48:28,35.162.17.89,HTTP,"{'loc': '45.8399,-119.7006', 'org': 'AS16509 Amazon.com, Inc.', 'city': 'Boardman', 'country': 'US', 'region': 'Oregon', 'hostname': 'ec2-35-162-17-89.us-west-2.compute.amazonaws.com', 'ip': '35.162.17.89', 'timezone': 'America/Los_Angeles', 'postal': '97818', 'asn': {'route': '35.160.0.0/13', 'type': 'hosting', 'asn': 'AS16509', 'domain': 'amazon.com', 'name': 'Amazon.com, Inc.'}}",FALSE,python-requests/2.27.1,{'AWS Key Log Data': {'eventName': ['GetCallerIdentity']}}
2022-04-26 3:52:17,35.162.17.89,HTTP,"{'loc': '45.8399,-119.7006', 'city': 'Boardman', 'country': 'US', 'region': 'Oregon', 'hostname': 'ec2-35-162-17-89.us-west-2.compute.amazonaws.com', 'timezone': 'America/Los_Angeles', 'ip': '35.162.17.89', 'org': 'AS16509 Amazon.com, Inc.', 'postal': '97818', 'asn': {'route': '35.160.0.0/13', 'type': 'hosting', 'asn': 'AS16509', 'domain': 'amazon.com', 'name': 'Amazon.com, Inc.'}}",FALSE,python-requests/2.27.1,{'AWS Key Log Data': {'eventName': ['GetCallerIdentity']}}
2022-04-26 4:02:19,35.162.17.89,HTTP,"{'loc': '45.8399,-119.7006', 'org': 'AS16509 Amazon.com, Inc.', 'city': 'Boardman', 'country': 'US', 'region': 'Oregon', 'hostname': 'ec2-35-162-17-89.us-west-2.compute.amazonaws.com', 'ip': '35.162.17.89', 'timezone': 'America/Los_Angeles', 'postal': '97818', 'asn': {'route': '35.160.0.0/13', 'type': 'hosting', 'asn': 'AS16509', 'domain': 'amazon.com', 'name': 'Amazon.com, Inc.'}}",FALSE,python-requests/2.27.1,{'AWS Key Log Data': {'eventName': ['GetCallerIdentity']}}
2022-04-26 4:22:13,35.162.17.89,HTTP,"{'loc': '45.8399,-119.7006', 'city': 'Boardman', 'country': 'US', 'region': 'Oregon', 'hostname': 'ec2-35-162-17-89.us-west-2.compute.amazonaws.com', 'timezone': 'America/Los_Angeles', 'ip': '35.162.17.89', 'org': 'AS16509 Amazon.com, Inc.', 'postal': '97818', 'asn': {'route': '35.160.0.0/13', 'type': 'hosting', 'asn': 'AS16509', 'domain': 'amazon.com', 'name': 'Amazon.com, Inc.'}}",FALSE,python-requests/2.27.1,{'AWS Key Log Data': {'eventName': ['GetCallerIdentity']}}
2022-04-26 4:33:38,54.39.190.134,HTTP,"{'loc': '45.5040,-73.5747', 'org': 'AS16276 OVH SAS', 'city': u'Montr\xe9al', 'country': 'CA', 'region': 'Quebec', 'hostname': 'ip-54-39-190.eu', 'ip': '54.39.190.134', 'timezone': 'America/Toronto', 'postal': 'H3A', 'asn': {'route': '54.39.0.0/16', 'type': 'hosting', 'asn': 'AS16276', 'domain': 'ovhcloud.com', 'name': 'OVH SAS'}}",FALSE,python-requests/2.27.1,{'AWS Key Log Data': {'eventName': ['GetCallerIdentity']}}
2022-04-26 4:33:41,54.39.190.134,HTTP,"{'loc': '45.5040,-73.5747', 'city': u'Montr\xe9al', 'country': 'CA', 'region': 'Quebec', 'hostname': 'ip-54-39-190.eu', 'timezone': 'America/Toronto', 'ip': '54.39.190.134', 'org': 'AS16276 OVH SAS', 'postal': 'H3A', 'asn': {'route': '54.39.0.0/16', 'type': 'hosting', 'asn': 'AS16276', 'domain': 'ovhcloud.com', 'name': 'OVH SAS'}}",FALSE,python-requests/2.27.1,{'AWS Key Log Data': {'eventName': ['GetCallerIdentity']}}
2022-04-26 4:33:43,54.39.187.211,HTTP,"{'loc': '45.5040,-73.5747', 'org': 'AS16276 OVH SAS', 'city': u'Montr\xe9al', 'country': 'CA', 'region': 'Quebec', 'hostname': 'ip-54-39-187.eu', 'ip': '54.39.187.211', 'timezone': 'America/Toronto', 'postal': 'H3A', 'asn': {'route': '54.39.0.0/16', 'type': 'hosting', 'asn': 'AS16276', 'domain': 'ovhcloud.com', 'name': 'OVH SAS'}}",FALSE,python-requests/2.27.1,{'AWS Key Log Data': {'eventName': ['GetCallerIdentity']}}
2022-04-26 4:35:30,54.39.190.134,HTTP,"{'loc': '45.5040,-73.5747', 'city': u'Montr\xe9al', 'country': 'CA', 'region': 'Quebec', 'hostname': 'ip-54-39-190.eu', 'timezone': 'America/Toronto', 'ip': '54.39.190.134', 'org': 'AS16276 OVH SAS', 'postal': 'H3A', 'asn': {'route': '54.39.0.0/16', 'type': 'hosting', 'asn': 'AS16276', 'domain': 'ovhcloud.com', 'name': 'OVH SAS'}}",FALSE,python-requests/2.27.1,{'AWS Key Log Data': {'eventName': ['GetCallerIdentity']}}
2022-04-26 4:35:32,54.39.187.211,HTTP,"{'loc': '45.5040,-73.5747', 'org': 'AS16276 OVH SAS', 'city': u'Montr\xe9al', 'country': 'CA', 'region': 'Quebec', 'hostname': 'ip-54-39-187.eu', 'ip': '54.39.187.211', 'timezone': 'America/Toronto', 'postal': 'H3A', 'asn': {'route': '54.39.0.0/16', 'type': 'hosting', 'asn': 'AS16276', 'domain': 'ovhcloud.com', 'name': 'OVH SAS'}}",FALSE,python-requests/2.27.1,{'AWS Key Log Data': {'eventName': ['GetCallerIdentity']}}
